variant,physical_lut,primitive_cells,direct_modules,endpoint_modules,classification
LUT239,SLICE_X5Y92/BLUT,dac_data_r[4]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X5Y92/CLUT,dac_data_r[6]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X6Y90/DLUT,board_demo_comp_LUT1_69,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X6Y91/ALUT,board_demo_comp_LUT2_25,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X6Y91/BLUT,board_demo_comp_LUT2_26,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X6Y92/ALUT,board_demo_comp_LUT3_8,,2→4倍桥接量化;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X6Y92/BLUT,job_output_pending_i_1;job_saturation_pending_i_1,FIR2/3级,FIR2/3级,FIR2/3级
LUT239,SLICE_X6Y92/CLUT,dac_data_r[7]_i_2,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X6Y92/DLUT,board_demo_comp_LUT2_46,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X7Y91/ALUT,board_demo_comp_LUT2_31,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X7Y91/BLUT,board_demo_comp_LUT2_32,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X7Y92/CLUT,dac_data_r[0]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X7Y92/DLUT,dac_data_r[5]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X8Y79/ALUT,wr_ptr[0]_i_1;wr_ptr[1]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X8Y79/BLUT,wr_ptr[2]_i_1;wr_ptr[3]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X8Y79/CLUT,wr_ptr[4]_i_1;wr_ptr[5]_i_2,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X8Y80/ALUT,history_full_i_2;read_addr[3]_i_1,2→4倍桥接量化,FIR1级;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X8Y80/BLUT,scan_exhausted_i_2;wr_ptr[5]_i_3,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X8Y80/CLUT,board_demo_comp_LUT5_19,,FIR1级,FIR1级
LUT239,SLICE_X8Y81/ALUT,board_demo_comp_LUT5_18,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y81/BLUT,board_demo_comp_LUT6_12,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y81/CLUT,board_demo_comp_LUT6_18,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y82/BLUT,board_demo_comp_LUT5_17,,板级顶层控制;测试音频ROM;音频公共封装/DAC,外围跨模块共享逻辑
LUT239,SLICE_X8Y82/CLUT,board_demo_comp_LUT2_30;board_demo_comp_LUT2_50,,FIR1级;板级顶层控制;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y84/ALUT,board_demo_comp_LUT5_27,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y85/ALUT,issue_index[3]_i_1;issue_index[4]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X8Y89/ALUT,board_demo_comp_LUT5_4,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y90/ALUT,board_demo_comp_LUT6_31,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y90/BLUT,board_demo_comp_LUT6_36,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y90/CLUT,board_demo_comp_LUT6_37,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y90/DLUT,board_demo_comp_LUT6_38,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y91/ALUT,board_demo_comp_LUT6_30,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y91/BLUT,board_demo_comp_LUT6_33,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y91/CLUT,board_demo_comp_LUT6_41,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y91/DLUT,board_demo_comp_LUT5_6,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X8Y92/ALUT,dac_data_r[7]_i_3,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X8Y92/BLUT,board_demo_comp_LUT5_25,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y80/ALUT,read_addr[0]_i_1;read_addr[1]_i_1,2→4倍桥接量化,FIR1级;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X9Y80/BLUT,read_addr[2]_i_1;read_addr[5]_i_2,2→4倍桥接量化,FIR1级;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X9Y80/CLUT,board_demo_comp_LUT5_15,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y80/DLUT,board_demo_comp_LUT6_17,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y81/ALUT,rd_addr_rep[0]_i_1;rd_addr_rep[1]_i_1,板级顶层控制,板级顶层控制;测试音频ROM,板级顶层控制
LUT239,SLICE_X9Y81/BLUT,board_demo_comp_LUT2_37,,板级顶层控制;测试音频ROM,外围跨模块共享逻辑
LUT239,SLICE_X9Y82/ALUT,board_demo_comp_LUT2_35;board_demo_comp_LUT2_36,,板级顶层控制;测试音频ROM;音频公共封装/DAC,外围跨模块共享逻辑
LUT239,SLICE_X9Y83/ALUT,board_demo_comp_LUT2_38,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y84/ALUT,issue_active_i_2;issue_index[2]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X9Y84/BLUT,issue_index[0]_i_1;issue_index[1]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X9Y84/CLUT,board_demo_comp_LUT6_16,,FIR1级,FIR1级
LUT239,SLICE_X9Y85/ALUT,board_demo_comp_LUT4_27;board_demo_comp_LUT5_26,,FIR1级,FIR1级
LUT239,SLICE_X9Y86/ALUT,board_demo_comp_LUT1_109,,FIR1级,FIR1级
LUT239,SLICE_X9Y86/BLUT,board_demo_comp_LUT2_29,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y87/ALUT,y_out[2]_i_1;y_out[3]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X9Y90/ALUT,board_demo_comp_LUT6_32,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y90/BLUT,board_demo_comp_LUT6_35,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y90/CLUT,board_demo_comp_LUT6_43,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y90/DLUT,board_demo_comp_LUT6_44,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y91/ALUT,board_demo_comp_LUT6_26,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y91/BLUT,board_demo_comp_LUT6_29,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y91/CLUT,board_demo_comp_LUT6_34,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y91/DLUT,board_demo_comp_LUT5_5,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y92/ALUT,board_demo_comp_LUT5_3,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y92/BLUT,board_demo_comp_LUT5_7,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y92/CLUT,board_demo_comp_LUT5_8,,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X9Y93/ALUT,board_demo_comp_LUT3_7,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
